676011,0
1244924,0
1245266,0
1245170,0
988210,0
1244987,0
1245152,0
1245307,0
1245129,0
1245190,0
1245184,0
656615,0
1245320,0
1244933,0
1245067,0
1403870,0
1245108,0
1244953,0
640416,0
1245093,0
1245242,0
644693,0
632401,0
1120447,0
1245006,0
1179802,0
1094120,0
1244990,0
1056831,0
1191581,0
1182029,0
1178801,0
42,0
43,0
1182070,0
1067758,0
567379,0
613989,0
632286,0
1179605,0
567409,0
1096992,0
1065697,0
1056059,0
1182332,0
1977763,0
1179325,0
1180991,0
1056027,0
1227541,0
1096915,0
632329,0
570459,0
12957,0
1180307,0
567332,0
1238808,0
1059528,0
23157,0
1182425,0
542606,0
1104341,0
1076923,0
1064244,0
7098,0
672241,0
1190217,0
22046,0
570602,0
570316,0
93,0
1193227,0
1064933,0
1008501,0
1194030,0
569794,0
697196,0
1192789,0
1056579,0
639755,0
568714,0
140,0
1010136,0
1271068,0
974920,0
975519,0
1183694,0
1055994,0
1056366,0
1271128,0
1181996,0
1239196,0
623511,0
1056351,0
62,0
166,0
1183455,0
55,0
1010048,0
1238842,0
601148,0
10631,0
569289,0
568938,0
570384,0
1078640,0
567826,0
1102666,0
568087,0
567144,0
567308,0
1008498,0
1179962,0
1094073,0
1179643,0
1080694,0
1180157,0
1184591,0
1216274,0
1180961,0
84,0
3,0
78,0
639736,0
92,0
1057139,0
10617,0
571520,0
128,0
1067793,0
1179656,0
1077335,0
604325,0
1087546,0
1180050,0
1183057,0
567630,0
1179917,0
1271142,0
1120774,0
1014111,0
1238818,0
1268191,0
582819,0
1077457,0
601273,0
1064307,0
1247808,0
1018134,0
1055932,0
1186440,0
1094122,0
1057273,0
1184569,0
1094057,0
989737,0
1183069,0
1184502,0
1184115,0
973198,0
972351,0
121,0
972364,0
973571,0
1104251,0
541848,0
86,0
981544,0
974788,0
11698,0
161,0
11,0
569007,0
23152,0
10659,0
1184764,0
1178932,0
130,0
1187812,0
104,0
1187073,0
982872,0
1183542,0
1018122,0
867126,0
10658,0
1187739,0
570087,0
975065,0
1228790,0
1977495,0
1063005,0
1246134,0
754417,0
605790,0
1076920,0
1055956,0
10861,0
568806,0
1056376,0
1096950,0
72,0
1008283,0
1094136,0
1009460,0
34,0
1056004,0
1055985,0
1178608,0
19858,0
1067619,0
669382,0
1095086,0
1236935,0
1179613,0
1055423,0
1104795,0
1179618,0
569688,0
604321,0
113,0
87,0
2647032,0
153,0
1184113,0
1187875,0
2647103,0
8,0
867351,0
973364,0
2646997,0
112,0
1183144,0
2646993,0
131,0
1187717,0
1186367,0
1066100,0
